From Type,From Name,Edge,To Type,To Name,Weight,Amount,Year
Person,Jerry Moran,Member,Senate Committee,SLIA,1,,
Person,Jon Tester,Member,Senate Committee,SLIA,1,,
Person,Maria Cantwell,Member,Senate Committee,SLIA,1,,
Person,Tom Udall,Member,Senate Committee,SLIA,1,,
Person,Al Franken,Member,Senate Committee,SLIA,1,,
Person,Brian Schatz,Member,Senate Committee,SLIA,1,,
Person,Heidi Heitkamp,Member,Senate Committee,SLIA,1,,
Person,Richard Burr,Member,Senate Committee,SLIN,1,,
Person,James E. Risch,Member,Senate Committee,SLIN,1,,
Person,Marco Rubio,Member,Senate Committee,SLIN,1,,
Person,Susan M. Collins,Member,Senate Committee,SLIN,1,,
Person,Roy Blunt,Member,Senate Committee,SLIN,1,,
Person,James Lankford,Member,Senate Committee,SLIN,1,,
Person,Tom Cotton,Member,Senate Committee,SLIN,1,,
Person,Mitch McConnell,Member,Senate Committee,SLIN,1,,
Person,John McCain,Member,Senate Committee,SLIN,1,,
Person,Dianne Feinstein,Member,Senate Committee,SLIN,1,,
Person,Ron Wyden,Member,Senate Committee,SLIN,1,,
Person,Mark R. Warner,Member,Senate Committee,SLIN,1,,
Person,Martin Heinrich,Member,Senate Committee,SLIN,1,,
Person,"Angus S. King, Jr.",Member,Senate Committee,SLIN,1,,
Person,Mazie K. Hirono,Member,Senate Committee,SLIN,1,,
Person,Jack Reed,Member,Senate Committee,SLIN,1,,
Person,Susan M. Collins,Member,Senate Committee,SPAG,1,,
Person,Orrin G. Hatch,Member,Senate Committee,SPAG,1,,
Person,Jeff Flake,Member,Senate Committee,SPAG,1,,
Person,Tim Scott,Member,Senate Committee,SPAG,1,,
Person,Bob Corker,Member,Senate Committee,SPAG,1,,
Person,Dean Heller,Member,Senate Committee,SPAG,1,,
Person,Tom Cotton,Member,Senate Committee,SPAG,1,,
Person,David Perdue,Member,Senate Committee,SPAG,1,,
Person,Thom Tillis,Member,Senate Committee,SPAG,1,,
Person,Ben Sasse,Member,Senate Committee,SPAG,1,,
Person,Claire McCaskill,Member,Senate Committee,SPAG,1,,
Person,Bill Nelson,Member,Senate Committee,SPAG,1,,
Person,"Robert P. Casey, Jr.",Member,Senate Committee,SPAG,1,,
Person,Sheldon Whitehouse,Member,Senate Committee,SPAG,1,,
Person,Kirsten E. Gillibrand,Member,Senate Committee,SPAG,1,,
Person,Richard Blumenthal,Member,Senate Committee,SPAG,1,,
Person,Joe Donnelly,Member,Senate Committee,SPAG,1,,
Person,Elizabeth Warren,Member,Senate Committee,SPAG,1,,
Person,Tim Kaine,Member,Senate Committee,SPAG,1,,
Person,Pat Roberts,Member,Senate Committee,SSAF,1,,
Person,Thad Cochran,Member,Senate Committee,SSAF,1,,
Person,Mitch McConnell,Member,Senate Committee,SSAF,1,,
Person,John Boozman,Member,Senate Committee,SSAF,1,,
Person,John Hoeven,Member,Senate Committee,SSAF,1,,
Person,David Perdue,Member,Senate Committee,SSAF,1,,
Person,Joni Ernst,Member,Senate Committee,SSAF,1,,
Person,Thom Tillis,Member,Senate Committee,SSAF,1,,
Person,Ben Sasse,Member,Senate Committee,SSAF,1,,
Person,Chuck Grassley,Member,Senate Committee,SSAF,1,,
Person,John Thune,Member,Senate Committee,SSAF,1,,
Person,Debbie Stabenow,Member,Senate Committee,SSAF,1,,
Person,Patrick J. Leahy,Member,Senate Committee,SSAF,1,,
Person,Sherrod Brown,Member,Senate Committee,SSAF,1,,
Person,Amy Klobuchar,Member,Senate Committee,SSAF,1,,
Person,Michael F. Bennet,Member,Senate Committee,SSAF,1,,
Person,Kirsten E. Gillibrand,Member,Senate Committee,SSAF,1,,
Person,Joe Donnelly,Member,Senate Committee,SSAF,1,,
Person,Heidi Heitkamp,Member,Senate Committee,SSAF,1,,
Person,"Robert P. Casey, Jr.",Member,Senate Committee,SSAF,1,,
Person,Thad Cochran,Member,Senate Committee,SSAP,1,,
Person,Mitch McConnell,Member,Senate Committee,SSAP,1,,
Person,Richard C. Shelby,Member,Senate Committee,SSAP,1,,
Person,Lamar Alexander,Member,Senate Committee,SSAP,1,,
Person,Susan M. Collins,Member,Senate Committee,SSAP,1,,
Person,Lisa Murkowski,Member,Senate Committee,SSAP,1,,
Person,Lindsey Graham,Member,Senate Committee,SSAP,1,,
Person,Roy Blunt,Member,Senate Committee,SSAP,1,,
Person,Jerry Moran,Member,Senate Committee,SSAP,1,,
Person,John Hoeven,Member,Senate Committee,SSAP,1,,
Person,John Boozman,Member,Senate Committee,SSAP,1,,
Person,Shelley Moore Capito,Member,Senate Committee,SSAP,1,,
Person,Bill Cassidy,Member,Senate Committee,SSAP,1,,
Person,James Lankford,Member,Senate Committee,SSAP,1,,
Person,Steve Daines,Member,Senate Committee,SSAP,1,,
Person,Patrick J. Leahy,Member,Senate Committee,SSAP,1,,
Person,Patty Murray,Member,Senate Committee,SSAP,1,,
Person,Dianne Feinstein,Member,Senate Committee,SSAP,1,,
Person,Richard J. Durbin,Member,Senate Committee,SSAP,1,,
Person,Jack Reed,Member,Senate Committee,SSAP,1,,
Person,Jon Tester,Member,Senate Committee,SSAP,1,,
Person,Tom Udall,Member,Senate Committee,SSAP,1,,
Person,Jeanne Shaheen,Member,Senate Committee,SSAP,1,,
Person,Jeff Merkley,Member,Senate Committee,SSAP,1,,
Person,Christopher A. Coons,Member,Senate Committee,SSAP,1,,
Person,Brian Schatz,Member,Senate Committee,SSAP,1,,
Person,Tammy Baldwin,Member,Senate Committee,SSAP,1,,
Person,Christopher Murphy,Member,Senate Committee,SSAP,1,,
Person,John McCain,Member,Senate Committee,SSAS,1,,
Person,James M. Inhofe,Member,Senate Committee,SSAS,1,,
Person,Jeff Sessions,Member,Senate Committee,SSAS,1,,
Person,Roger F. Wicker,Member,Senate Committee,SSAS,1,,
Person,Deb Fischer,Member,Senate Committee,SSAS,1,,
Person,Tom Cotton,Member,Senate Committee,SSAS,1,,
Person,Mike Rounds,Member,Senate Committee,SSAS,1,,
Person,Joni Ernst,Member,Senate Committee,SSAS,1,,
Person,Thom Tillis,Member,Senate Committee,SSAS,1,,
Person,Daniel Sullivan,Member,Senate Committee,SSAS,1,,
Person,Mike Lee,Member,Senate Committee,SSAS,1,,
Person,Lindsey Graham,Member,Senate Committee,SSAS,1,,
Person,Ted Cruz,Member,Senate Committee,SSAS,1,,
Person,Jack Reed,Member,Senate Committee,SSAS,1,,
Person,Bill Nelson,Member,Senate Committee,SSAS,1,,
Person,Claire McCaskill,Member,Senate Committee,SSAS,1,,
Person,"Joe Manchin, III",Member,Senate Committee,SSAS,1,,
Person,Jeanne Shaheen,Member,Senate Committee,SSAS,1,,
Person,Kirsten E. Gillibrand,Member,Senate Committee,SSAS,1,,
Person,Richard Blumenthal,Member,Senate Committee,SSAS,1,,
Person,Joe Donnelly,Member,Senate Committee,SSAS,1,,
Person,Mazie K. Hirono,Member,Senate Committee,SSAS,1,,
Person,Tim Kaine,Member,Senate Committee,SSAS,1,,
Person,"Angus S. King, Jr.",Member,Senate Committee,SSAS,1,,
Person,Martin Heinrich,Member,Senate Committee,SSAS,1,,
Person,Richard C. Shelby,Member,Senate Committee,SSBK,1,,
Person,Mike Crapo,Member,Senate Committee,SSBK,1,,
Person,Bob Corker,Member,Senate Committee,SSBK,1,,
Person,Patrick J. Toomey,Member,Senate Committee,SSBK,1,,
Person,Dean Heller,Member,Senate Committee,SSBK,1,,
Person,Tim Scott,Member,Senate Committee,SSBK,1,,
Person,Ben Sasse,Member,Senate Committee,SSBK,1,,
Person,Tom Cotton,Member,Senate Committee,SSBK,1,,
Person,Mike Rounds,Member,Senate Committee,SSBK,1,,
Person,Jerry Moran,Member,Senate Committee,SSBK,1,,
Person,Sherrod Brown,Member,Senate Committee,SSBK,1,,
Person,Jack Reed,Member,Senate Committee,SSBK,1,,
Person,Charles E. Schumer,Member,Senate Committee,SSBK,1,,
Person,Robert Menendez,Member,Senate Committee,SSBK,1,,
Person,Jon Tester,Member,Senate Committee,SSBK,1,,
Person,Mark R. Warner,Member,Senate Committee,SSBK,1,,
Person,Jeff Merkley,Member,Senate Committee,SSBK,1,,
Person,Elizabeth Warren,Member,Senate Committee,SSBK,1,,
Person,Heidi Heitkamp,Member,Senate Committee,SSBK,1,,
Person,Joe Donnelly,Member,Senate Committee,SSBK,1,,
Person,Michael B. Enzi,Member,Senate Committee,SSBU,1,,
Person,Chuck Grassley,Member,Senate Committee,SSBU,1,,
Person,Jeff Sessions,Member,Senate Committee,SSBU,1,,
Person,Mike Crapo,Member,Senate Committee,SSBU,1,,
Person,Lindsey Graham,Member,Senate Committee,SSBU,1,,
Person,Rob Portman,Member,Senate Committee,SSBU,1,,
Person,Patrick J. Toomey,Member,Senate Committee,SSBU,1,,
Person,Ron Johnson,Member,Senate Committee,SSBU,1,,
Person,Roger F. Wicker,Member,Senate Committee,SSBU,1,,
Person,Bob Corker,Member,Senate Committee,SSBU,1,,
Person,David Perdue,Member,Senate Committee,SSBU,1,,
Person,Bernard Sanders,Member,Senate Committee,SSBU,1,,
Person,Patty Murray,Member,Senate Committee,SSBU,1,,
Person,Ron Wyden,Member,Senate Committee,SSBU,1,,
Person,Debbie Stabenow,Member,Senate Committee,SSBU,1,,
Person,Sheldon Whitehouse,Member,Senate Committee,SSBU,1,,
Person,Mark R. Warner,Member,Senate Committee,SSBU,1,,
Person,Jeff Merkley,Member,Senate Committee,SSBU,1,,
Person,Tammy Baldwin,Member,Senate Committee,SSBU,1,,
Person,Tim Kaine,Member,Senate Committee,SSBU,1,,
Person,"Angus S. King, Jr.",Member,Senate Committee,SSBU,1,,
Person,John Thune,Member,Senate Committee,SSCM,1,,
Person,Roger F. Wicker,Member,Senate Committee,SSCM,1,,
Person,Roy Blunt,Member,Senate Committee,SSCM,1,,
Person,Marco Rubio,Member,Senate Committee,SSCM,1,,
Person,Ted Cruz,Member,Senate Committee,SSCM,1,,
Person,Deb Fischer,Member,Senate Committee,SSCM,1,,
Person,Jerry Moran,Member,Senate Committee,SSCM,1,,
Person,Daniel Sullivan,Member,Senate Committee,SSCM,1,,
Person,Ron Johnson,Member,Senate Committee,SSCM,1,,
Person,Dean Heller,Member,Senate Committee,SSCM,1,,
Person,Cory Gardner,Member,Senate Committee,SSCM,1,,
Person,Steve Daines,Member,Senate Committee,SSCM,1,,
Person,Bill Nelson,Member,Senate Committee,SSCM,1,,
Person,Maria Cantwell,Member,Senate Committee,SSCM,1,,
Person,Claire McCaskill,Member,Senate Committee,SSCM,1,,
Person,Amy Klobuchar,Member,Senate Committee,SSCM,1,,
Person,Richard Blumenthal,Member,Senate Committee,SSCM,1,,
Person,Brian Schatz,Member,Senate Committee,SSCM,1,,
Person,Edward J. Markey,Member,Senate Committee,SSCM,1,,
Person,Cory A. Booker,Member,Senate Committee,SSCM,1,,
Person,Tom Udall,Member,Senate Committee,SSCM,1,,
Person,"Joe Manchin, III",Member,Senate Committee,SSCM,1,,
Person,Gary C. Peters,Member,Senate Committee,SSCM,1,,
Person,Lisa Murkowski,Member,Senate Committee,SSEG,1,,
Person,John Barrasso,Member,Senate Committee,SSEG,1,,
Person,James E. Risch,Member,Senate Committee,SSEG,1,,
Person,Mike Lee,Member,Senate Committee,SSEG,1,,
Person,Jeff Flake,Member,Senate Committee,SSEG,1,,
Person,Steve Daines,Member,Senate Committee,SSEG,1,,
Person,Bill Cassidy,Member,Senate Committee,SSEG,1,,
Person,Cory Gardner,Member,Senate Committee,SSEG,1,,
Person,Rob Portman,Member,Senate Committee,SSEG,1,,
Person,John Hoeven,Member,Senate Committee,SSEG,1,,
Person,Lamar Alexander,Member,Senate Committee,SSEG,1,,
Person,Shelley Moore Capito,Member,Senate Committee,SSEG,1,,
Person,Maria Cantwell,Member,Senate Committee,SSEG,1,,
Person,Ron Wyden,Member,Senate Committee,SSEG,1,,
Person,Bernard Sanders,Member,Senate Committee,SSEG,1,,
Person,Debbie Stabenow,Member,Senate Committee,SSEG,1,,
Person,Al Franken,Member,Senate Committee,SSEG,1,,
Person,"Joe Manchin, III",Member,Senate Committee,SSEG,1,,
Person,Martin Heinrich,Member,Senate Committee,SSEG,1,,
Person,Mazie K. Hirono,Member,Senate Committee,SSEG,1,,
Person,"Angus S. King, Jr.",Member,Senate Committee,SSEG,1,,
Person,Elizabeth Warren,Member,Senate Committee,SSEG,1,,
Person,James M. Inhofe,Member,Senate Committee,SSEV,1,,
Person,John Barrasso,Member,Senate Committee,SSEV,1,,
Person,Shelley Moore Capito,Member,Senate Committee,SSEV,1,,
Person,Mike Crapo,Member,Senate Committee,SSEV,1,,
Person,John Boozman,Member,Senate Committee,SSEV,1,,
Person,Jeff Sessions,Member,Senate Committee,SSEV,1,,
Person,Roger F. Wicker,Member,Senate Committee,SSEV,1,,
Person,Deb Fischer,Member,Senate Committee,SSEV,1,,
Person,Mike Rounds,Member,Senate Committee,SSEV,1,,
Person,Daniel Sullivan,Member,Senate Committee,SSEV,1,,
Person,Thomas R. Carper,Member,Senate Committee,SSEV,1,,
Person,Benjamin L. Cardin,Member,Senate Committee,SSEV,1,,
Person,Bernard Sanders,Member,Senate Committee,SSEV,1,,
Person,Sheldon Whitehouse,Member,Senate Committee,SSEV,1,,
Person,Jeff Merkley,Member,Senate Committee,SSEV,1,,
Person,Kirsten E. Gillibrand,Member,Senate Committee,SSEV,1,,
Person,Cory A. Booker,Member,Senate Committee,SSEV,1,,
Person,Edward J. Markey,Member,Senate Committee,SSEV,1,,
Person,Orrin G. Hatch,Member,Senate Committee,SSFI,1,,
Person,Chuck Grassley,Member,Senate Committee,SSFI,1,,
Person,Mike Crapo,Member,Senate Committee,SSFI,1,,
Person,Pat Roberts,Member,Senate Committee,SSFI,1,,
Person,Michael B. Enzi,Member,Senate Committee,SSFI,1,,
Person,John Cornyn,Member,Senate Committee,SSFI,1,,
Person,John Thune,Member,Senate Committee,SSFI,1,,
Person,Richard Burr,Member,Senate Committee,SSFI,1,,
Person,Johnny Isakson,Member,Senate Committee,SSFI,1,,
Person,Rob Portman,Member,Senate Committee,SSFI,1,,
Person,Patrick J. Toomey,Member,Senate Committee,SSFI,1,,
Person,Dean Heller,Member,Senate Committee,SSFI,1,,
Person,Tim Scott,Member,Senate Committee,SSFI,1,,
Person,Ron Wyden,Member,Senate Committee,SSFI,1,,
Person,Charles E. Schumer,Member,Senate Committee,SSFI,1,,
Person,Debbie Stabenow,Member,Senate Committee,SSFI,1,,
Person,Maria Cantwell,Member,Senate Committee,SSFI,1,,
Person,Bill Nelson,Member,Senate Committee,SSFI,1,,
Person,Robert Menendez,Member,Senate Committee,SSFI,1,,
Person,Thomas R. Carper,Member,Senate Committee,SSFI,1,,
Person,Benjamin L. Cardin,Member,Senate Committee,SSFI,1,,
Person,Sherrod Brown,Member,Senate Committee,SSFI,1,,
Person,Michael F. Bennet,Member,Senate Committee,SSFI,1,,
Person,"Robert P. Casey, Jr.",Member,Senate Committee,SSFI,1,,
Person,Mark R. Warner,Member,Senate Committee,SSFI,1,,
Person,Bob Corker,Member,Senate Committee,SSFR,1,,
Person,James E. Risch,Member,Senate Committee,SSFR,1,,
Person,Marco Rubio,Member,Senate Committee,SSFR,1,,
Person,Ron Johnson,Member,Senate Committee,SSFR,1,,
Person,Jeff Flake,Member,Senate Committee,SSFR,1,,
Person,Cory Gardner,Member,Senate Committee,SSFR,1,,
Person,David Perdue,Member,Senate Committee,SSFR,1,,
Person,Johnny Isakson,Member,Senate Committee,SSFR,1,,
Person,Rand Paul,Member,Senate Committee,SSFR,1,,
Person,John Barrasso,Member,Senate Committee,SSFR,1,,
Person,Benjamin L. Cardin,Member,Senate Committee,SSFR,1,,
Person,Robert Menendez,Member,Senate Committee,SSFR,1,,
Person,Jeanne Shaheen,Member,Senate Committee,SSFR,1,,
Person,Christopher A. Coons,Member,Senate Committee,SSFR,1,,
Person,Tom Udall,Member,Senate Committee,SSFR,1,,
Person,Christopher Murphy,Member,Senate Committee,SSFR,1,,
Person,Tim Kaine,Member,Senate Committee,SSFR,1,,
Person,Edward J. Markey,Member,Senate Committee,SSFR,1,,
Person,Ron Johnson,Member,Senate Committee,SSGA,1,,
Person,John McCain,Member,Senate Committee,SSGA,1,,
Person,Rob Portman,Member,Senate Committee,SSGA,1,,
Person,Rand Paul,Member,Senate Committee,SSGA,1,,
Person,James Lankford,Member,Senate Committee,SSGA,1,,
Person,Michael B. Enzi,Member,Senate Committee,SSGA,1,,
Person,Joni Ernst,Member,Senate Committee,SSGA,1,,
Person,Ben Sasse,Member,Senate Committee,SSGA,1,,
Person,Thomas R. Carper,Member,Senate Committee,SSGA,1,,
Person,Claire McCaskill,Member,Senate Committee,SSGA,1,,
Person,Jon Tester,Member,Senate Committee,SSGA,1,,
Person,Tammy Baldwin,Member,Senate Committee,SSGA,1,,
Person,Heidi Heitkamp,Member,Senate Committee,SSGA,1,,
Person,Cory A. Booker,Member,Senate Committee,SSGA,1,,
Person,Gary C. Peters,Member,Senate Committee,SSGA,1,,
Person,Lamar Alexander,Member,Senate Committee,SSHR,1,,
Person,Michael B. Enzi,Member,Senate Committee,SSHR,1,,
Person,Richard Burr,Member,Senate Committee,SSHR,1,,
Person,Johnny Isakson,Member,Senate Committee,SSHR,1,,
Person,Rand Paul,Member,Senate Committee,SSHR,1,,
Person,Susan M. Collins,Member,Senate Committee,SSHR,1,,
Person,Lisa Murkowski,Member,Senate Committee,SSHR,1,,
Person,Tim Scott,Member,Senate Committee,SSHR,1,,
Person,Orrin G. Hatch,Member,Senate Committee,SSHR,1,,
Person,Pat Roberts,Member,Senate Committee,SSHR,1,,
Person,Bill Cassidy,Member,Senate Committee,SSHR,1,,
Person,Patty Murray,Member,Senate Committee,SSHR,1,,
Person,Bernard Sanders,Member,Senate Committee,SSHR,1,,
Person,"Robert P. Casey, Jr.",Member,Senate Committee,SSHR,1,,
Person,Al Franken,Member,Senate Committee,SSHR,1,,
Person,Michael F. Bennet,Member,Senate Committee,SSHR,1,,
Person,Sheldon Whitehouse,Member,Senate Committee,SSHR,1,,
Person,Tammy Baldwin,Member,Senate Committee,SSHR,1,,
Person,Christopher Murphy,Member,Senate Committee,SSHR,1,,
Person,Elizabeth Warren,Member,Senate Committee,SSHR,1,,
Person,Chuck Grassley,Member,Senate Committee,SSJU,1,,
Person,Orrin G. Hatch,Member,Senate Committee,SSJU,1,,
Person,Jeff Sessions,Member,Senate Committee,SSJU,1,,
Person,Lindsey Graham,Member,Senate Committee,SSJU,1,,
Person,John Cornyn,Member,Senate Committee,SSJU,1,,
Person,Mike Lee,Member,Senate Committee,SSJU,1,,
Person,Ted Cruz,Member,Senate Committee,SSJU,1,,
Person,Jeff Flake,Member,Senate Committee,SSJU,1,,
Person,David Perdue,Member,Senate Committee,SSJU,1,,
Person,Thom Tillis,Member,Senate Committee,SSJU,1,,
Person,Patrick J. Leahy,Member,Senate Committee,SSJU,1,,
Person,Dianne Feinstein,Member,Senate Committee,SSJU,1,,
Person,Charles E. Schumer,Member,Senate Committee,SSJU,1,,
Person,Richard J. Durbin,Member,Senate Committee,SSJU,1,,
Person,Sheldon Whitehouse,Member,Senate Committee,SSJU,1,,
Person,Amy Klobuchar,Member,Senate Committee,SSJU,1,,
Person,Al Franken,Member,Senate Committee,SSJU,1,,
Person,Christopher A. Coons,Member,Senate Committee,SSJU,1,,
Person,Richard Blumenthal,Member,Senate Committee,SSJU,1,,
Person,Roy Blunt,Member,Senate Committee,SSRA,1,,
Person,Lamar Alexander,Member,Senate Committee,SSRA,1,,
Person,Mitch McConnell,Member,Senate Committee,SSRA,1,,
Person,Thad Cochran,Member,Senate Committee,SSRA,1,,
Person,Pat Roberts,Member,Senate Committee,SSRA,1,,
Person,Richard C. Shelby,Member,Senate Committee,SSRA,1,,
Person,Ted Cruz,Member,Senate Committee,SSRA,1,,
Person,Shelley Moore Capito,Member,Senate Committee,SSRA,1,,
Person,John Boozman,Member,Senate Committee,SSRA,1,,
Person,Roger F. Wicker,Member,Senate Committee,SSRA,1,,
Person,Charles E. Schumer,Member,Senate Committee,SSRA,1,,
Person,Dianne Feinstein,Member,Senate Committee,SSRA,1,,
Person,Richard J. Durbin,Member,Senate Committee,SSRA,1,,
Person,Tom Udall,Member,Senate Committee,SSRA,1,,
Person,Mark R. Warner,Member,Senate Committee,SSRA,1,,
Person,Patrick J. Leahy,Member,Senate Committee,SSRA,1,,
Person,Amy Klobuchar,Member,Senate Committee,SSRA,1,,
Person,"Angus S. King, Jr.",Member,Senate Committee,SSRA,1,,
Person,James E. Risch,Member,Senate Committee,SSSB,1,,
Person,Marco Rubio,Member,Senate Committee,SSSB,1,,
Person,Rand Paul,Member,Senate Committee,SSSB,1,,
Person,Tim Scott,Member,Senate Committee,SSSB,1,,
Person,Deb Fischer,Member,Senate Committee,SSSB,1,,
Person,Cory Gardner,Member,Senate Committee,SSSB,1,,
Person,Joni Ernst,Member,Senate Committee,SSSB,1,,
Person,Michael B. Enzi,Member,Senate Committee,SSSB,1,,
Person,Jeanne Shaheen,Member,Senate Committee,SSSB,1,,
Person,Maria Cantwell,Member,Senate Committee,SSSB,1,,
Person,Benjamin L. Cardin,Member,Senate Committee,SSSB,1,,
Person,Heidi Heitkamp,Member,Senate Committee,SSSB,1,,
Person,Edward J. Markey,Member,Senate Committee,SSSB,1,,
Person,Cory A. Booker,Member,Senate Committee,SSSB,1,,
Person,Christopher A. Coons,Member,Senate Committee,SSSB,1,,
Person,Mazie K. Hirono,Member,Senate Committee,SSSB,1,,
Person,Gary C. Peters,Member,Senate Committee,SSSB,1,,
Person,Johnny Isakson,Member,Senate Committee,SSVA,1,,
Person,Jerry Moran,Member,Senate Committee,SSVA,1,,
Person,John Boozman,Member,Senate Committee,SSVA,1,,
Person,Dean Heller,Member,Senate Committee,SSVA,1,,
Person,Bill Cassidy,Member,Senate Committee,SSVA,1,,
Person,Mike Rounds,Member,Senate Committee,SSVA,1,,
Person,Thom Tillis,Member,Senate Committee,SSVA,1,,
Person,Daniel Sullivan,Member,Senate Committee,SSVA,1,,
Person,Richard Blumenthal,Member,Senate Committee,SSVA,1,,
Person,Patty Murray,Member,Senate Committee,SSVA,1,,
Person,Bernard Sanders,Member,Senate Committee,SSVA,1,,
Person,Sherrod Brown,Member,Senate Committee,SSVA,1,,
Person,Jon Tester,Member,Senate Committee,SSVA,1,,
Person,Mazie K. Hirono,Member,Senate Committee,SSVA,1,,
Person,"Joe Manchin, III",Member,Senate Committee,SSVA,1,,
Person,Donald J Trump,Founded,Nonprofit,Trump Foundation,1,,
Nonprofit,Trump Foundation,Pays,Person,Pam Bondi,1,,
Person,Pam Bondi,Employed by,Government Organization,Florida Attorney General,1,,
Government Organization,Florida Attorney General,Regulatory Action,Private Sector Company,Trump University,1,,
Private Sector Company,Trump University,Owned by,Person,Donald J Trump,1,,
Person,Donald J Trump,Married,Person,Ivana Trump,,,
Person,Donald J Trump,Married,Person,Melania Trump,,,
Person,Donald J Trump,Married,Person,Marla Maples,,,
Person,Jared Kushner,Married,Person,Ivanka Trump,,,
Person,Wilbur Ross,Married,Person,Betsy McCaughey,,,
Person,Betsy DeVos,Married,Person,Dick DeVos,,,
Person,Rick Perry,Married,Person,Anita Thigpen Perry,,,
Person,Ben Carson,Married,Person,Candy Carson,,,
Person,Nikki Haley,Married,Person,Michael Haley,,,
Person,Elaine Chao,Married,Person,Mitch McConnell,,,
Person,Linda McMahon,Married,Person,Vince McMahon,,,
Person,Sherrod Brown,Married,Person,Connie Schultz,,,
Person,Dianne Feinstein,Married,Person,Richard C. Blum,,,
Person,Amy Klobuchar,Married,Person,John Bessler,,,
Person,Bernard Sanders,Married,Person,Jane O'Meara Sanders,,,
Person,Mitch McConnell,Married,Person,Elaine Chao,,,
Person,Mitch McConnell,Married,Person,Sherrill Redmon,,,
Person,"Joe Manchin, III",Married,Person,Gayle Conelly Manchin,,,
Person,Elijah E. Cummings,Married,Person,Maya Rockeymoore,,,
Person,Sean P. Duffy,Married,Person,Rachel Campos-Duffy,,,
Person,Peter T. King,Married,Person,Rosemary Wiedl King,,,
Person,Carolyn B. Maloney,Married,Person,Clifton Maloney,,,
Person,John McCain,Married,Person,Cindy McCain,,,
Person,John McCain,Married,Person,Carol McCain,,,
Person,Cathy McMorris Rodgers,Married,Person,Brian Rodgers,,,
Person,Rand Paul,Married,Person,Kelley Paul,,,
Person,Nancy Pelosi,Married,Person,Paul Pelosi,,,
Person,Chellie Pingree,Married,Person,Donald Sussman,,,
Person,Marco Rubio,Married,Person,Jeanette Dousdebes Rubio,,,
Person,Paul D. Ryan,Married,Person,Janna Little,,,
Person,Charles E. Schumer,Married,Person,Iris Weinshall,,,
Person,Maxine Waters,Married,Person,Sid Williams,,,
Person,Daniel Webster,Married,Person,Caroline LeRoy,,,
Person,Suzanne Bonamici,Married,Person,Michael H. Simon,,,
Person,Elizabeth H. Esty,Married,Person,Daniel C. Esty,,,
Person,Tulsi Gabbard,Married,Person,Abraham Williams,,,
Person,Elizabeth Warren,Married,Person,Bruce Mann,,,
Person,Elizabeth Warren,Married,Person,Jim Warren,,,
Person,Ted Cruz,Married,Person,Heidi Cruz,,,
Person,Tim Kaine,Married,Person,Anne Holton,,,
Person,Debbie Dingell,Married,Person,"John Dingell, Jr.",,,
Person,"Donald S. Beyer, Jr.",Married,Person,Megan Beyer,,,
Person,Margaret Wood Hassan,Married,Person,Thomas Hassan,,,
Person,Charlie Crist,Married,Person,Carole Crist,,,
Person,A. Donald McEachin,Married,Person,Colette,,,
Person,Donald J Trump,Parent,Person,Ivanka Trump,,,
Person,Donald J Trump,Parent,Person,Donald Trump Jr.,,,
Person,Donald J Trump,Parent,Person,Eric Trump,,,
Person,Donald J Trump,Parent,Person,Tiffany Trump,,,
Person,Donald J Trump,Parent,Person,Barron Trump,,,
Person,Jared Kushner,Parent,Person,Arabella Rose Kushner,,,
Person,Jared Kushner,Parent,Person,Joseph Frederick Kushner,,,
Person,Jared Kushner,Parent,Person,Theodore James Kushner,,,
Person,Carl Icahn,Parent,Person,Brett Icahn,,,
Person,Ben Carson,Parent,Person,Rhoeyce Carson,,,
Person,Ben Carson,Parent,Person,Murray Carson,,,
Person,Ben Carson,Parent,Person,Ben Carson Jr.,,,
Person,Linda McMahon,Parent,Person,Stephanie McMahon,,,
Person,Linda McMahon,Parent,Person,Shane McMahon,,,
Person,Robert Menendez,Parent,Person,Alicia Menendez,,,
Person,"Joe Manchin, III",Parent,Person,Heather Bresch,,,
Person,Roy Blunt,Parent,Person,Matt Blunt,,,
Person,Duncan Hunter,Parent,Person,Duncan D. Hunter,,,
Person,John McCain,Parent,Person,Meghan McCain,,,
Person,John McCain,Parent,Person,James McCain,,,
Person,John McCain,Parent,Person,John Sidney McCain IV,,,
Person,John McCain,Parent,Person,Bridget McCain,,,
Person,Nancy Pelosi,Parent,Person,Alexandra Pelosi,,,
Person,Nancy Pelosi,Parent,Person,Christine Pelosi,,,
Person,Nancy Pelosi,Parent,Person,"Paul Pelosi, Jr.",,,
Person,Daniel Webster,Parent,Person,Fletcher Webster,,,
Person,Paul Cook,Parent,Person,Hollie Cook,,,
Person,Elizabeth Warren,Parent,Person,Amelia Warren Tyagi,,,
Person,Elizabeth Warren,Parent,Person,Alexander Warren,,,
Person,Brian Babin,Parent,Person,Lucas Babin,,,
